,icao,iata,name,city,lat,lon
24213,TFFF,FDF,Martinique Aime Cesaire International Airport,Fort-de-France,14.591,-61.0032
24214,TFFG,SFG,L'Esperance Airport,Grand Case,18.0999,-63.0472
24215,TFFJ,SBH,Gustaf III Airport,Gustavia,17.9044,-62.8436
24216,TFFM,GBJ,Les Bases Airport,Grand Bourg,15.8687,-61.27
24217,TFFR,PTP,Pointe-a-Pitre Le Raizet,Pointe-a-Pitre Le Raizet,16.2653,-61.5318
24218,TFFS,LSS,Terre-de-Haut Airport,Les Saintes,15.8644,-61.5806
24219,TGPY,GND,Point Salines International Airport,Saint George's,12.0042,-61.7862
24220,TGPZ,CRU,Lauriston Airport,Carriacou Island,12.4761,-61.4728
24221,TIST,STT,Cyril E King Airport,Charlotte Amalie,18.33731,-64.97333
24222,TISX,STX,Henry E Rohlsen Airport,Christiansted,17.7015,-64.80194
24223,TJAB,ARE,Antonio/Nery/Juarbe Pol Airport,Arecibo,18.4509,-66.67545
24224,TJBQ,BQN,Rafael Hernandez Airport,Aguadilla,18.49486,-67.12944
24225,TJCP,CPX,Benjamin Rivera Noriega Airport,Isla De Culebra,18.31295,-65.30388
24226,TJIG,SIG,Fernando Luis Ribas Dominicci Airport,San Juan,18.45678,-66.09847
24227,TJMZ,MAZ,Eugenio Maria De Hostos Airport,Mayaguez,18.25569,-67.14847
24228,TJPS,PSE,Mercedita Airport,Ponce,18.00878,-66.56452
24229,TJRV,NRR,Jose Aponte De La Torre Airport,Ceiba,18.24511,-65.64342
24230,TJSJ,SJU,Luis Munoz Marin International Airport,San Juan,18.4394,-66.00213
24231,TJVQ,VQS,Antonio Rivera Rodriguez Airport,Isla De Vieques,18.13481,-65.49362
24232,TKPK,SKB,Robert L. Bradshaw International Airport,Basseterre,17.3112,-62.7187
24233,TKPN,NEV,Vance W. Amory International Airport,Charlestown,17.2057,-62.5899
24234,TLPC,SLU,George F. L. Charles Airport,Castries,14.0202,-60.9929
24235,TLPL,UVF,Hewanorra International Airport,Vieux Fort,13.7332,-60.9526
24289,TNCA,AUA,Queen Beatrix International Airport,Oranjestad,12.5014,-70.0152
24290,TNCB,BON,Flamingo International Airport,Kralendijk,12.131,-68.2685
24291,TNCC,CUR,Hato International Airport,Willemstad,12.1889,-68.9598
24292,TNCE,EUX,F. D. Roosevelt Airport,Sint Eustatius,17.4965,-62.9794
24293,TNCM,SXM,Princess Juliana International Airport,Saint Martin,18.041,-63.1089
24294,TNCS,SAB,Juancho E. Yrausquin Airport,Saba,17.645,-63.22
24295,TQPF,AXA,Wallblake Airport,The Valley,18.2048,-63.0551
24296,TRPG,MNI,John A. Osborne Airport,Gerald's Park,16.7914,-62.1933
24369,TTCP,TAB,Tobago-Crown Point Airport,Scarborough,11.1497,-60.8322
24370,TTPP,POS,Piarco International Airport,Port of Spain,10.5954,-61.3372
24371,TUPA,NGD,Captain Auguste George Airport,Anegada,18.7272,-64.3297
24372,TUPJ,EIS,Terrance B. Lettsome International Airport,Road Town,18.4448,-64.543
24373,TUPW,VIJ,Virgin Gorda Airport,Spanish Town,18.4464,-64.4275
24374,TVSB,BQU,J F Mitchell Airport,Bequia,12.9884,-61.262
24375,TVSC,CIW,Canouan Airport,Canouan,12.699,-61.3424
24376,TVSM,MQS,Mustique Airport,Mustique Island,12.8879,-61.1802
24377,TVSU,UNI,Union Island International Airport,Union Island,12.60013,-61.41195
24378,TVSV,SVD,E. T. Joshua Airport,Kingstown,13.1443,-61.2109
24432,TXKF,BDA,L.F. Wade International International Airport,Hamilton,32.364,-64.6787
24436,UAAA,ALA,Almaty International Airport,Almaty,43.3521,77.0405
24437,UAAH,BXH,Balkhash Airport,Balkhash,46.8933,75.005
24438,UAAL,USJ,Usharal Airport,Usharal,46.19028,80.83139
24439,UAAR,BXJ,Boralday Airport,Aima Ata,43.3526,76.8837
24440,UAAT,TDK,Taldykorgan Airport,Taldy Kurgan,45.1262,78.447
24441,UACC,NQZ,Nursultan Nazarbayev International Airport,Astana,51.0222,71.4669
24442,UACK,KOV,Kokshetau Airport,Kokshetau,53.3291,69.5946
24443,UACP,PPK,Petropavlosk International Airport,Petropavlosk,54.7747,69.1839
24444,UADD,DMB,Aulie-ata International Airport,Taraz,42.8536,71.3036
24458,UAII,CIT,Shymkent Airport,Shymkent,42.3642,69.4789
24459,UAIT,HSA,Turkistan International Airport,Turkistan,43.30667,68.55017
24460,UAKD,DZN,Zhezkazgan Airport,Zhezkazgan,47.7083,67.7333
24461,UAKK,KGF,Sary-Arka International Airport,Karaganda,49.6708,73.3344
24462,UAOL,BXY,Krainiy Airport,Baikonur,45.622,63.215
24464,UAOO,KZO,Korkyt Ata Airport,Kzyl-Orda,44.7069,65.5925
24465,UARR,URA,Oral Ak Zhol International Airport,Uralsk,51.1508,51.5431
24467,UASB,EKB,Ekibastuz Airport,Ekibastuz,51.591,75.215
24468,UASK,UKK,Ust-Kamennogorsk Airport,Ust Kamenogorsk,50.0366,82.4942
24469,UASP,PWQ,Pavlodar International Airport,Pavlodar,52.195,77.0739
24470,UASS,PLX,Semey International Airport,Semey,50.3513,80.2344
24474,UATE,SCO,Aktau International Airport,Aktau,43.8601,51.092
24475,UATG,GUW,Atyrau International Airport,Atyrau,47.1219,51.8214
24477,UATT,AKX,Aktobe Aliya Moldagulova International Airport,Aktyubinsk,50.2458,57.2067
24479,UAUR,AYK,Arkalyk North Airport,Arkalyk,50.3186,66.9528
24480,UAUU,KSN,Kostanay International Airport,Kostanay,53.2069,63.5503
24482,UBBB,GYD,Heydar Aliyev International Airport,Baku,40.4675,50.0467
24483,UBBG,GNJ,Ganja Airport,Ganja,40.73883,46.32
24484,UBBL,LLK,Lankaran International Airport,Lankaran,38.7464,48.818
24485,UBBN,NAJ,Nakhchivan Airport,Nakhchivan,39.1888,45.4584
24486,UBBQ,GBB,Gabala International Airport,Gabala,40.82667,47.7125
24487,UBBY,ZTU,Zaqatala International Airport,Zaqatala,41.56222,46.66722
24488,UBBZ,ZZE,Zangilan International Airport,Zangilan,39.094414,46.734098
24489,UBEE,YLV,Yevlakh Airport,Yevlakh,40.6319,47.1419
24490,UBTT,ZXT,Zabrat Airport,Baku,40.49511,49.97697
24491,UCFL,IKU,Issyk-Kul International Airport,Tamchy,42.5883,76.7133
24492,UCFM,FRU,Manas International Airport,Bishkek,43.0613,74.4776
24493,UCFO,OSS,Osh Airport,Osh,40.609,72.7933
24497,UDSG,LWN,Gyumri Shirak Airport,Gyumri,40.7504,43.8593
24499,UDYZ,EVN,Zvartnots International Airport,Yerevan,40.1473,44.3959
24502,UEBT,UKG,Ust-Kuyga Airport,Ust-Kuyga,70.011,135.645
24504,UECT,TLK,Talakan Airport,Lenskiy Ulus,59.88167,111.0455
24505,UEEA,ADH,Aldan Airport,Aldan,58.6028,125.409
24506,UEEE,YKS,Yakutsk Airport,Yakutsk,62.0933,129.771
24507,UELL,NER,Chulman Neryungri Airport,Chulman,56.9139,124.914
24508,UEMA,MQJ,Moma Airport,Honuu,66.45086,143.26155
24509,UEMH,KDY,Tyopliy Klyuch Airport,Tyopliy Klyuch,62.789,136.855
24510,UEMM,GYG,Magan Airport,Magan,62.10348,129.54529
24511,UEMO,OLZ,Olyokminsk Airport,Olyokminsk,60.3975,120.471
24512,UEMT,USR,Ust-Nera Airport,Ust-Nera,64.55,143.11501
24513,UEMU,UMS,Ust-Maya Airport,Ust-Maya,60.357,134.435
24514,UENI,VHV,Verkhnevilyuisk Airport,Verkhnevilyuisk,63.45806,120.26917
24516,UENN,NYR,Nyurba Airport,Nyurba,63.295,118.337
24517,UENS,SUY,Suntar Airport,Suntar,62.185,117.635
24518,UENW,VYI,Vilyuisk Airport,Vilyuisk,63.75667,121.69334
24520,UERL,ULK,Lensk Airport,Lensk,60.7206,114.826
24521,UERO,ONK,Olenyok Airport,Olenyok,68.515,112.48
24522,UERP,PYJ,Polyarny Airport,Yakutia,66.4004,112.03
24523,UERR,MJZ,Mirny Airport,Mirny,62.5347,114.039
24524,UERS,SYS,Saskylakh Airport,Saskylakh,71.9279,114.08
24526,UESG,BGN,Belaya Gora Airport,Belaya Gora,68.557,146.23117
24527,UESO,CKH,Chokurdakh Airport,Chokurdah,70.6231,147.90199
24528,UESS,CYX,Cherskiy Airport,Cherskiy,68.7406,161.338
24529,UEST,IKS,Tiksi Airport,Tiksi,71.6977,128.903
24530,UESU,ZKP,Zyryanka Airport,Zyryanka,65.7367,150.705
24531,UEVV,ZIX,Zhigansk Airport,Zhigansk,66.7965,123.361
24535,UGKO,KUT,Kopitnari Airport,Kutaisi,42.1767,42.4826
24537,UGSB,BUS,Batumi International Airport,Batumi,41.6103,41.5997
24539,UGSS,SUI,Sukhumi Dranda Airport,Sukhumi,42.8582,41.1281
24540,UGTB,TBS,Tbilisi International Airport,Tbilisi,41.6692,44.9547
24542,UHBB,BQS,Ignatyevo Airport,Blagoveschensk,50.4254,127.412
24544,UHBI,GDG,Magdagachi Airport,Magdagachi,53.4733,125.795
24547,UHBW,TYD,Tynda Airport,Tynda,55.2842,124.779
24549,UHHH,KHV,Khabarovsk-Novy Airport,Khabarovsk,48.528,135.188
24556,UHKK,KXK,Komsomolsk-on-Amur Airport,Komsomolsk-on-Amur,50.409,136.93401
24557,UHKM,GVN,Maygatka Airport.,Sovetskaya Gavan,48.927,140.034
24558,UHMA,DYR,Ugolny Airport,Anadyr,64.7349,177.741
24559,UHMD,PVS,Provideniya Bay Airport,Chukotka,64.3781,-173.243
24564,UHMK,KPW,Keperveem Airport,Keperveem,67.845,166.14
24566,UHMM,GDX,Sokol Airport,Magadan,59.911,150.72
24568,UHMO,KVM,Markovo Airport,Markovo,64.667,170.41701
24569,UHMP,PWE,Pevek Airport,Pevek,69.7833,170.597
24573,UHMW,SWV,Severo-Evensk Airport,Evensk,61.92167,159.23
24575,UHNB,BQG,Bogorodskoye Airport,Bogorodskoye,52.38,140.448
24576,UHNN,NLI,Nikolayevsk-na-Amure Airport,Nikolayevsk-na-Amure Airport,53.155,140.64999
24577,UHOO,OHO,Okhotsk Airport,Okhotsk,59.41006,143.0565
24584,UHPP,PKC,Yelizovo Airport,Petropavlovsk-Kamchatsky,53.1679,158.45399
24588,UHSB,BVV,Burevestnik Airport,Iturup Island,44.92,147.62199
24589,UHSH,OHH,Okha Airport,Okha,53.52,142.89
24590,UHSK,EKS,Shakhtyorsk Airport,Shakhtersk,49.1903,142.08299
24591,UHSM,DEE,Mendeleyevo Airport,Kunashir Island,43.9584,145.683
24592,UHSO,ZZO,Zonalnoye Airport,Tymovskoye,50.6692,142.761
24593,UHSS,UUS,Yuzhno-Sakhalinsk Airport,Yuzhno-Sakhalinsk,46.8887,142.718
24595,UHWP,TLY,Plastun Airport,Plastun,44.815,136.29201
24596,UHWW,VVO,Vladivostok International Airport,Vladivostok,43.399,132.14799
24597,UIAA,HTA,Chita-Kadala Airport,Chita,52.0263,113.306
24601,UIBB,BTK,Bratsk Airport,Bratsk,56.3706,101.698
24602,UIBS,UIK,Ust-Ilimsk Airport,Ust-Ilimsk,58.1361,102.565
24605,UIII,IKT,Irkutsk Airport,Irkutsk,52.268,104.389
24608,UIKB,ODO,Bodaybo Airport,Bodaybo,57.8661,114.243
24609,UIKE,ERG,Yerbogachen Airport,Erbogachen,61.275,108.03
24610,UIKK,KCK,Kirensk Airport,Kirensk,57.773,108.064
24614,UITT,UKX,Ust-Kut Airport,Ust-Kut,56.8567,105.73
24617,UIUU,UUD,Ulan-Ude Airport (Mukhino),Ulan Ude,51.8078,107.438
24620,UKBB,KBP,Boryspil International Airport,Kyiv,50.345,30.8947
24622,UKCC,DOK,Donetsk International Airport,Donetsk,48.0736,37.7397
24623,UKCK,KRQ,Kramatorsk Airport,Kramatorsk,48.7056,37.6289
24624,UKCM,MPW,Mariupol International Airport,Mariupol,47.0761,37.4496
24625,UKCS,SEV,Sievierodonetsk Airport,Sievierodonetsk,48.90033,38.54167
24626,UKCW,VSG,Luhansk International Airport,Luhansk,48.4174,39.3741
24627,UKDB,ERD,Berdyansk Airport,Berdiansk,46.815,36.7581
24628,UKDD,DNK,Dnipro International Airport,Dnipro,48.3572,35.1006
24629,UKDE,OZH,Zaporizhzhia International Airport,Zaporizhzhia,47.867,35.3157
24630,UKDR,KWG,Kryvyi Rih International Airport,Kryvyi Rih,48.0433,33.21
24631,UKFF,SIP,Simferopol International Airport,Simferopol,45.0522,33.9751
24634,UKFK,KHC,Kerch Airport,Kerch,45.3725,36.4014
24638,UKHH,HRK,Kharkiv International Airport,Kharkiv,49.9248,36.29
24639,UKHP,PLV,Poltava International Airport,Poltava,49.5686,34.3972
24640,UKHS,UMY,Sumy Airport,Sumy,50.8583,34.7625
24641,UKKE,CKC,Cherkasy International Airport,Cherkasy,49.4156,31.9953
24642,UKKG,KGO,Kropyvnytskyi Airport,Kropyvnytskyi,48.5428,32.285
24644,UKKK,IEV,Kyiv Zhuliany International Airport,Kyiv,50.4017,30.4497
24647,UKKV,ZTR,Zhytomyr International Airport,Zhytomyr,50.27056,28.73861
24648,UKLC,UCK,Lutsk Airport,Lutsk,50.6784,25.48717
24649,UKLH,HMJ,Khmelnytskyi Airport,Khmelnytskyi,49.3597,26.9334
24650,UKLI,IFO,Ivano-Frankivsk International Airport,Ivano-Frankivsk,48.8842,24.6861
24651,UKLL,LWO,Lviv International Airport,Lviv,49.8125,23.9561
24652,UKLN,CWC,Chernivtsi International Airport,Chernivtsi,48.2593,25.9808
24653,UKLR,RWN,Rivne International Airport,Rivne,50.6071,26.1416
24654,UKLT,TNL,Ternopil International Airport,Ternopil,49.5242,25.7001
24655,UKLU,UDJ,Uzhhorod International Airport,Uzhhorod,48.6343,22.2634
24656,UKOH,KHE,Kherson International Airport,Kherson,46.6758,32.5064
24659,UKON,NLV,Mykolaiv International Airport,Mykolaiv,47.0579,31.9198
24660,UKOO,ODS,Odesa International Airport,Odesa,46.4268,30.6765
24661,UKWW,VIN,Havryshivka Vinnytsia International Airport,Vinnitsa,49.24253,28.61378
24662,ULAA,ARH,Talagi Airport,Archangelsk,64.6003,40.7167
24666,ULAL,LDG,Leshukonskoye Airport,Leshukonskoye,64.896,45.723
24667,ULAM,NNM,Naryan Mar Airport,Naryan Mar,67.64,53.1219
24672,ULAS,CSH,Solovki Airport,Solovetsky Islands,65.03,35.73333
24683,ULDD,AMV,Amderma Airport,Amderma,69.7633,61.5564
24685,ULDW,VRI,Varandey Airport,,68.8485,58.2014
24690,ULKK,KSZ,Kotlas Airport,Kotlas,61.2358,46.6975
24694,ULLI,LED,Pulkovo Airport,St. Petersburg,59.8003,30.2625
24699,ULMK,KVK,Kirovsk-Apatity Airport,Apatity,67.4633,33.5883
24701,ULMM,MMK,Murmansk Airport,Murmansk,68.7817,32.7508
24706,ULOL,VLU,Velikiye Luki Airport,Velikiye Luki,56.3811,30.6081
24707,ULOO,PKV,Pskov Airport,Pskov,57.7839,28.3956
24709,ULPB,PES,Petrozavodsk Airport,Petrozavodsk,61.8852,34.1547
24721,ULWC,CEE,Cherepovets Airport,Cherepovets,59.276167,38.018833
24724,ULWU,VUS,Velikiy Ustyug Airport,Velikiy Ustyug,60.7883,46.26
24725,ULWW,VGD,Vologda Airport,Vologda,59.2825,39.9444
24726,UMBB,BQT,Brest Airport,Brest,52.1083,23.8981
24728,UMGG,GME,Gomel Airport,Gomel,52.527,31.0167
24729,UMII,VTB,Vitebsk East Airport,Vitebsk,55.1265,30.3496
24730,UMKK,KGD,Khrabrovo Airport,Kaliningrad,54.89,20.5926
24734,UMMG,GNA,Hrodna Airport,Hrodna,53.602,24.0538
24735,UMMM,MHP,Minsk 1 Airport,Minsk,53.8645,27.5397
24738,UMMS,MSQ,Minsk International Airport,Minsk,53.8825,28.0307
24742,UMOO,MVQ,Mogilev Airport,Mogilev,53.9549,30.0951
24743,UNAA,ABA,Abakan Airport,Abakan,53.74,91.385
24745,UNBB,BAX,Barnaul Airport,Barnaul,53.3638,83.5385
24746,UNBG,RGK,Gorno-Altaysk Airport,Gorno-Altaysk,51.9667,85.8333
24752,UNEE,KEJ,Kemerovo Airport,Kemerovo,55.2701,86.1072
24754,UNII,EIE,Yeniseysk Airport,Yeniseysk,58.4742,92.1125
24756,UNIP,TGP,Podkamennaya Tunguska Airport,Bor,61.5897,89.994
24763,UNKL,KJA,Yemelyanovo Airport,Krasnoyarsk,56.1729,92.4933
24766,UNKS,ACS,Achinsk Airport,Achinsk,56.2683,90.5708
24767,UNKY,KYZ,Kyzyl Airport,Kyzyl,51.6694,94.4006
24771,UNNT,OVB,Tolmachevo Airport,Novosibirsk,55.0126,82.6507
24773,UNOO,OMS,Omsk Central Airport,Omsk,54.967,73.3105
24779,UNSS,SWT,Strezhevoy Airport,Strezhevoy,60.7094,77.66
24780,UNTT,TOF,Bogashevo Airport,Tomsk,56.3803,85.2083
24781,UNWW,NOZ,Spichenkovo Airport,Novokuznetsk,53.8114,86.8772
24782,UODD,DKS,Dikson Airport,Dikson,73.51781,80.37967
24785,UOHH,HTG,Khatanga Airport,Khatanga,71.9781,102.491
24788,UOII,IAA,Igarka Airport,Igarka,67.4372,86.6219
24789,UOOO,NSK,Norilsk-Alykel Airport,Norilsk,69.3111,87.3322
24791,UOTT,THX,Turukhansk Airport,Turukhansk,65.7972,87.9353
24792,URFB,UKS,Sevastopol International Airport,Sevastopol,44.689,33.571
24793,URKA,AAQ,Anapa Airport,Anapa,45.0021,37.3473
24794,URKE,EIK,Yeysk Airport,Yeysk,46.68,38.21
24795,URKG,GDZ,Gelendzhik Airport,Gelendzhik,44.58209,38.01248
24797,URKK,KRR,Krasnodar International Airport,Krasnodar,45.0347,39.1705
24802,URMG,GRV,Grozny North Airport,Grozny,43.3883,45.6986
24803,URML,MCX,Uytash Airport,Makhachkala,42.8168,47.6523
24804,URMM,MRV,Mineralnyye Vody Airport,Mineralnyye Vody,44.2251,43.0819
24805,URMN,NAL,Nalchik Airport,Nalchik,43.5129,43.6366
24806,URMO,OGZ,Beslan Airport,Beslan,43.2051,44.6066
24807,URMS,IGT,Magas Airport,Magas,43.3223,45.0126
24808,URMT,STW,Stavropol Shpakovskoye Airport,Stavropol,45.1092,42.1128
24812,URRP,ROV,Platov International Airport,Rostov-on-Don,47.50083,39.93361
24813,URRR,RVI,Rostov-na-Donu Airport,Rostov-on-Don,47.2582,39.8181
24815,URRT,TGK,Taganrog Yuzhny Airport,Taganrog,47.2,38.85
24817,URRY,VLK,Zavetnoe Airport,,46.5443,43.6457
24818,URSS,AER,Sochi International Airport,Sochi,43.4499,39.9566
24819,URWA,ASF,Astrakhan Airport,Astrakhan,46.2833,48.0063
24820,URWI,ESL,Elista Airport,Elista,46.3739,44.3309
24821,URWW,VOG,Volgograd International Airport,Volgograd,48.7825,44.3455
24822,USCC,CEK,Chelyabinsk Balandino Airport,Chelyabinsk,55.3058,61.5033
24824,USCM,MQF,Magnitogorsk International Airport,Magnitogorsk,53.3931,58.7557
24826,USDA,SBT,Sabetta Airport,Sabetta,71.215,72.038
24827,USDB,BVJ,Bovanenkovo,Bovanenkovo,70.31528,68.33361
24828,USDD,SLY,Salekhard Airport,Salekhard,66.5908,66.611
24830,USDK,YMK,Mys Kamenny Airport,Mys Kamennyi,68.483,73.567
24832,USDP,KKQ,Krasnoselkup Airport,Krasnoselkup,65.717,82.455
24834,USDS,TQL,Tarko-Sale Airport,Tarko-Sale,64.9308,77.8181
24836,USDU,UEN,Urengoy Airport,Urengoy,65.96,78.437
24837,USHB,EZV,Berezovo Airport,,63.921,65.0305
24838,USHH,HMA,Khanty Mansiysk Airport,Khanty-Mansiysk,61.0285,69.0861
24839,USHI,IRM,Igrim Airport,,63.1988,64.4393
24840,USHK,KXD,Kondinskoye Airport,Kondinskoye,59.65508,67.43005
24842,USHN,NYA,Nyagan Airport,Nyagan,62.11,65.615
24843,USHS,OVS,Sovetskiy Airport,Sovetskiy,61.32662,63.60191
24844,USHU,URJ,Uray Airport,Uray,60.1033,64.8267
24845,USII,IJK,Izhevsk Airport,Izhevsk,56.8281,53.4575
24846,USKK,KVX,Pobedilovo Airport,Kirov,58.5033,49.3483
24847,USMM,NYM,Nadym Airport,Nadym,65.4809,72.6989
24849,USMU,NUX,Novy Urengoy Airport,Novy Urengoy,66.0694,76.5203
24850,USNN,NJC,Nizhnevartovsk Airport,Nizhnevartovsk,60.9493,76.4836
24852,USPP,PEE,Bolshoye Savino Airport,Perm,57.9145,56.0212
24854,USRK,KGP,Kogalym International Airport,Kogalym,62.1904,74.5338
24855,USRN,NFG,Nefteyugansk Airport,Nefteyugansk,61.1083,72.65
24856,USRO,NOJ,Noyabrsk Airport,Noyabrsk,63.1833,75.27
24857,USRR,SGC,Surgut Airport,Surgut,61.3437,73.4018
24859,USSS,SVX,Koltsovo Airport,Yekaterinburg,56.7431,60.8027
24861,USTO,TOX,Tobolsk Airport,Tobolsk,58.1358,68.2319
24862,USTR,TJM,Roshchino International Airport,Tyumen,57.1896,65.3243
24864,USUU,KRO,Kurgan Airport,Kurgan,55.4753,65.4156
24876,UT25,GMV,Monument Valley Airport,Monument Valley,37.01667,-110.20068
24899,UTAA,ASB,Ashgabat Airport,Ashgabat,37.9868,58.361
24900,UTAK,KRW,Turkmenbashi Airport,Krasnovodsk,40.0633,53.0072
24901,UTAM,MYP,Mary Airport,Mary,37.6194,61.8967
24902,UTAT,TAZ,Dashoguz Airport,Dashoguz,41.7611,59.8267
24903,UTAV,CRZ,Turkmenabat Airport,Turkmenabat,39.0833,63.6133
24904,UTDD,DYU,Dushanbe Airport,Dushanbe,38.5433,68.825
24905,UTDK,TJU,Kulob Airport,Kulyab,37.9881,69.805
24906,UTDL,LBD,Khudzhand Airport,Khudzhand,40.2154,69.6947
24907,UTDT,KQT,Qurghonteppa International Airport,Kurgan-Tyube,37.8664,68.8647
24908,UTFF,FEG,Fergana Airport,Fergana,40.358333,71.744667
24909,UTKA,AZN,Andizhan Airport,Andizhan,40.7277,72.294
24911,UTKN,NMA,Namangan Airport,Namangan,40.9846,71.5567
24913,UTNN,NCU,Nukus Airport,Nukus,42.4884,59.6233
24915,UTNU,UGC,Urgench Airport,Urgench,41.5843,60.6417
24917,UTSA,NVI,Navoi Airport,Navoi,40.1172,65.1708
24918,UTSB,BHK,Bukhara Airport,Bukhara,39.775,64.4833
24920,UTSK,KSQ,Karshi Airport,Karshi,38.8025,65.77306
24923,UTSN,AFS,Sugraly Airport,Zarafshan,41.6139,64.2332
24925,UTSS,SKD,Samarkand Airport,Samarkand,39.7005,66.9838
24926,UTST,TMJ,Termez Airport,Termez,37.2867,67.31
24929,UTTT,TAS,Tashkent International Airport,Tashkent,41.2579,69.2812
24930,UUBA,KMW,Kostroma Sokerkino Airport,Kostroma,57.7969,41.0194
24931,UUBB,BKA,Bykovo Airport,Moscow,55.6172,38.06
24932,UUBC,KLF,Grabtsevo Airport,Kaluga,54.55,36.36667
24934,UUBI,IWA,Ivanovo South Airport,Ivanovo,56.9394,40.9408
24935,UUBK,RYB,Staroselye Airport,Rybinsk,58.1042,38.9294
24939,UUBP,BZK,Bryansk Airport,Bryansk,53.2142,34.1764
24940,UUBS,LNX,Smolensk South Airport,Smolensk,54.745,32.065
24941,UUBW,ZIA,Ramenskoye Airport,Zhukovsky,55.5533,38.15
24942,UUDD,DME,Domodedovo International Airport,Moscow,55.4088,37.9063
24943,UUDL,IAR,Tunoshna Airport,,57.5607,40.1574
24944,UUEE,SVO,Sheremetyevo International Airport,Moscow,55.9726,37.4146
24946,UUEM,KLD,Migalovo Air Base,Tver,56.8247,35.7577
24949,UUMO,OSF,Ostafyevo International Airport,Moscow,55.5117,37.5072
24951,UUMU,CKL,Chkalovskiy Airport,Moscow,55.8783,38.0617
24953,UUOB,EGO,Belgorod International Airport,Belgorod,50.6438,36.5901
24955,UUOK,URS,Kursk East Airport,Kursk,51.7506,36.2956
24956,UUOL,LPK,Lipetsk Airport,Lipetsk,52.7028,39.5378
24957,UUOO,VOZ,Voronezh International Airport,Voronezh,51.8142,39.2296
24958,UUOR,OEL,Oryol Yuzhny Airport,Orel,52.9347,36.0022
24960,UUOT,TBW,Donskoye Airport,Tambov,52.8061,41.4828
24963,UUWR,RZN,Turlatovo Airport,Ryazan,54.5559,39.8552
24965,UUWW,VKO,Vnukovo International Airport,Moscow,55.5915,37.2615
24966,UUYH,UCT,Ukhta Airport,Ukhta,63.5669,53.8047
24967,UUYI,INA,Inta Airport,Inta,66.05483,60.11032
24970,UUYP,PEX,Pechora Airport,Pechora,65.1211,57.1308
24971,UUYS,USK,Usinsk Airport,Usinsk,66.0047,57.3672
24974,UUYW,VKT,Vorkuta Airport,Vorkuta,67.4886,63.9931
24975,UUYX,UTS,Ust-Tsylma Airport,Ust-Tsylma,65.43729,52.20034
24976,UUYY,SCW,Syktyvkar Airport,Syktyvkar,61.647,50.8451
24978,UWGG,GOJ,Nizhny Novgorod International Airport,Nizhny Novgorod,56.2301,43.784
24979,UWKB,UUA,Bugulma Airport,Bugulma,54.64,52.8017
24980,UWKD,KZN,Kazan International Airport,Kazan,55.6062,49.2787
24981,UWKE,NBC,Begishevo Airport,Nizhnekamsk,55.5647,52.0925
24984,UWKJ,JOK,Yoshkar-Ola Airport,Yoshkar-Ola,56.7006,47.9047
24985,UWKS,CSY,Cheboksary Airport,Cheboksary,56.0903,47.3473
24986,UWLL,ULV,Ulyanovsk Baratayevka Airport,Ulyanovsk,54.2683,48.2267
24988,UWLW,ULY,Ulyanovsk East Airport,Ulyanovsk,54.401,48.8027
24990,UWOO,REN,Orenburg Central Airport,Orenburg,51.7958,55.4567
24991,UWOR,OSW,Orsk Airport,Orsk,51.0725,58.5956
24993,UWPP,PEZ,Penza Airport,Penza,53.1106,45.0211
24994,UWPS,SKX,Saransk Airport,Saransk,54.12513,45.21226
24995,UWSB,BWO,Balakovo Airport,Balakovo,51.8583,47.7456
24996,UWSG,GSV,Gagarin Airport,Saratov,51.71283,46.17117
24998,UWSS,RTW,Saratov Central Airport,Saratov,51.565,46.0467
25000,UWUB,BCX,Beloretsk Airport,Beloretsk,53.9381,58.34
25001,UWUF,NEF,Neftekamsk Airport,Neftekamsk,56.1069,54.3472
25002,UWUK,OKT,Oktyabrskiy Airport,Kzyl-Yar,54.44,53.3883
25004,UWUU,UFA,Ufa International Airport,Ufa,54.5575,55.8744
25010,UWWW,KUF,Kurumoch International Airport,Samara,53.5049,50.1643
25036,VA1P,DIU,Diu Airport,Diu,20.7131,70.9211
25083,VAAH,AMD,Sardar Vallabhbhai Patel International Airport,Ahmedabad,23.0772,72.6347
25084,VAAK,AKD,Akola Airport,,20.699,77.0586
25085,VAAU,IXU,Aurangabad Airport,Aurangabad,19.8627,75.3981
25086,VABB,BOM,Chhatrapati Shivaji International Airport,Mumbai,19.0887,72.8679
25087,VABI,PAB,Bilaspur Airport,,21.9884,82.111
25088,VABJ,BHJ,Bhuj Airport,Bhuj,23.2878,69.6702
25089,VABM,IXG,Belgaum Airport,,15.8593,74.6183
25090,VABO,BDQ,Vadodara Airport,Vadodara,22.3362,73.2263
25091,VABP,BHO,Bhopal Airport,Bhopal,23.2875,77.3374
25092,VABV,BHU,Bhavnagar Airport,Bhavnagar,21.7522,72.1852
25093,VADN,NMB,Daman Airport,,20.4344,72.8432
25095,VAGN,GUX,Guna Airport,,24.6547,77.3473
25096,VAHB,HBX,Hubli Airport,Hubli,15.3617,75.0849
25097,VAHS,HSR,Rajkot International Airport,Rajkot,22.381915,71.031681
25098,VAID,IDR,Devi Ahilyabai Holkar Airport,Indore,22.7218,75.8011
25099,VAJB,JLR,Jabalpur Airport,,23.1778,80.052
25101,VAJM,JGA,Jamnagar Airport,Jamnagar,22.4655,70.0126
