,icao,iata,name,city,lat,lon
12550,KFBR,FBR,Fort Bridger Airport,Fort Bridger,41.39333,-110.40597
12551,KFBY,FBY,Fairbury Municipal Airport,Fairbury,40.18197,-97.16789
12552,KFCH,FCH,Fresno Chandler Executive Airport,Fresno,36.7,-119.8
12554,KFCM,FCM,Flying Cloud Airport,Minneapolis,44.8,-93.5
12555,KFCS,FCS,Butts Army Air Field (Fort Carson) Airport,Fort Carson,38.67967,-104.76094
12556,KFCY,FCY,Hutfly Airport,Forrest City,34.942,-90.77497
12557,KFDK,FDK,Frederick Municipal Airport,Frederick,39.41702,-77.37473
12558,KFDR,FDR,Frederick Regional Airport,Frederick,34.3521,-98.98391
12560,KFDY,FDY,Findlay Airport,Findlay,41.01203,-83.66861
12561,KFEP,FEP,Albertus Airport,Freeport,42.24611,-89.58198
12562,KFET,FET,Fremont Municipal Airport,Fremont,41.44994,-96.52119
12563,KFFA,FFA,First Flight Airport,Kill Devil Hills,36.01758,-75.67158
12565,KFFL,FFL,Fairfield Municipal Airport,Fairfield,41.05572,-91.98082
12566,KFFM,FFM,Fergus Falls Municipal/Einar Mickelson Field,Fergus Falls,46.28439,-96.15669
12567,KFFO,FFO,Wright-Patterson Afb Airport,Dayton,39.82597,-84.0461
12568,KFFT,FFT,Capital City Airport,Frankfort,38.18173,-84.90675
12570,KFFZ,MSC,Falcon Field,Mesa,33.46084,-111.72833
12574,KFHR,FRD,Friday Harbor Airport,Friday Harbor,48.52197,-123.02436
12575,KFHU,FHU,Sierra Vista Municipal-Libby Army Air Field,Fort Huachuca Sierra Vista,31.58847,-110.34439
12580,KFKL,FKL,Venango Regional Airport,Franklin,41.37742,-79.86064
12581,KFKN,FKN,Franklin Regional Airport,Franklin,36.7003,-76.90214
12584,KFLD,FLD,Fond Du Lac County Airport,Fond Du Lac,43.77117,-88.48842
12585,KFLG,FLG,Flagstaff Pulliam Airport,Flagstaff,35.14032,-111.66924
12586,KFLL,FLL,Fort Lauderdale/Hollywood International Airport,Fort Lauderdale,26.07167,-80.14969
12587,KFLO,FLO,Florence Regional Airport,Florence,34.18536,-79.72389
12588,KFLP,FLP,Marion County Regional Airport,Flippin,36.29089,-92.59025
12589,KFLT,FLT,Flat Airport,Flat,62.45265,-157.98907
12590,KFLV,FLV,Sherman Army Air Field,Fort Leavenworth,39.36758,-94.91434
12591,KFLX,FLX,Fallon Municipal Airport,Fallon,39.49917,-118.74879
12593,KFME,FME,Tipton Airport,Fort Meade (Odenton),39.1,-76.8
12594,KFMH,FMH,Cape Cod Coast Guard Air Station,Falmouth,41.7,-70.5
12596,KFMN,FMN,Four Corners Regional Airport,Farmington,36.74125,-108.22994
12597,KFMY,FMY,Page Field,Fort Myers,26.58661,-81.86325
12600,KFNL,FNL,Northern Colorado Regional Airport,Fort Collins/Loveland,40.45182,-105.01133
12601,KFNT,FNT,Bishop International Airport,Flint,43.0,-83.7
12603,KFOD,FOD,Fort Dodge Regional Airport,Fort Dodge,42.55119,-94.19183
12604,KFOE,FOE,Topeka Regional Airport,Topeka,38.95095,-95.66361
12605,KFOK,FOK,Francis S Gabreski Airport,Westhampton Beach,40.84362,-72.63181
12606,KFOM,FIL,Fillmore Municipal Airport,Fillmore,38.95814,-112.36314
12610,KFPR,FPR,Treasure Coast International Airport,Fort Pierce,27.49747,-80.37264
12611,KFPY,FPY,Perry-Foley Airport,Perry,30.07081,-83.58154
12613,KFRG,FRG,Republic Airport,Farmingdale,40.72927,-73.41342
12614,KFRH,FRH,French Lick Municipal Airport,French Lick,38.50622,-86.63694
12615,KFRI,FRI,Marshall Army Air Field,Fort Riley (Junction City),39.1,-96.8
12616,KFRM,FRM,Fairmont Municipal Airport,Fairmont,43.64394,-94.41561
12617,KFRR,FRR,Front Royal-Warren County Airport,Front Royal,38.91751,-78.25337
12618,KFSD,FSD,Joe Foss Field,Sioux Falls,43.58202,-96.74192
12620,KFSI,FSI,Henry Post Army Air Field (Fort Sill) Airport,Fort Sill,34.64983,-98.40218
12621,KFSK,FSK,Fort Scott Municipal Airport,Fort Scott,37.79836,-94.76936
12622,KFSM,FSM,Fort Smith Regional Airport,Fort Smith,35.3,-94.4
12624,KFST,FST,Fort Stockton-Pecos County Airport,Fort Stockton,30.91525,-102.91278
12625,KFSU,FSU,Fort Sumner Municipal Airport,Fort Sumner,34.48875,-104.21642
12626,KFSW,FMS,Fort Madison Municipal Airport,Fort Madison,40.65911,-91.32775
12627,KFTK,FTK,Godman Army Air Field,Fort Knox,37.90707,-85.97204
12629,KFTW,FTW,Fort Worth Meacham International Airport,Fort Worth,32.81977,-97.36245
12630,KFTY,FTY,Fulton County Executive/Charlie Brown Field,Atlanta,33.8,-84.5
12631,KFUL,FUL,Fullerton Municipal Airport,Fullerton,33.87201,-117.97978
12632,KFVE,WFK,Northern Aroostook Regional Airport,Frenchville,47.2855,-68.31272
12634,KFWA,FWA,Fort Wayne International Airport,Fort Wayne,40.97847,-85.19517
12640,KFXE,FXE,Fort Lauderdale Executive Airport,Fort Lauderdale,26.2,-80.2
12641,KFXY,FXY,Forest City Municipal Airport,Forest City,43.23476,-93.6241
12645,KFYM,FYM,Fayetteville Municipal Airport,Fayetteville,35.05969,-86.564
12646,KFYV,FYV,Drake Field,Fayetteville,36.00508,-94.17006
12652,KGAB,GAB,Gabbs Airport,Gabbs,38.92226,-117.95856
12653,KGAD,GAD,Northeast Alabama Regional Airport,Gadsden,33.97265,-86.08908
12655,KGAG,GAG,Gage Airport,Gage,36.29577,-99.7765
12656,KGAI,GAI,Montgomery County Airpark,Gaithersburg,39.16833,-77.166
12660,KGBD,GBD,Great Bend Municipal Airport,Great Bend,38.34425,-98.8592
12661,KGBG,GBG,Galesburg Municipal Airport,Galesburg,40.938,-90.43112
12662,KGBR,GBR,Walter J Koladza Airport,Great Barrington,42.18421,-73.40324
12663,KGCC,GCC,Northeast Wyoming Regional Airport,Gillette,44.34891,-105.53937
12664,KGCD,JDA,Grant County Regional/Ogilvie Field,John Day,44.40298,-118.96772
12665,KGCK,GCK,Garden City Regional Airport,Garden City,37.92753,-100.72442
12667,KGCN,GCN,Grand Canyon Ntl Park Airport,Grand Canyon,35.95236,-112.14697
12669,KGCY,GCY,Greeneville Municipal Airport,Greeneville,36.19572,-82.81136
12674,KGDM,GDM,Gardner Municipal Airport,Gardner,42.54989,-72.01603
12675,KGDV,GDV,Dawson Community Airport,Glendive,47.13872,-104.80722
12676,KGDW,GDW,Gladwin Zettel Memorial Airport,Gladwin,43.97059,-84.47502
12677,KGED,GED,Delaware Coastal Airport,Georgetown,38.68763,-75.3593
12678,KGEG,GEG,Spokane International Airport,Spokane,47.61903,-117.53522
12682,KGEY,GEY,South Big Horn County Airport,Greybull,44.51794,-108.083
12684,KGFD,GFD,Pope Field,Greenfield,39.79032,-85.73609
12685,KGFK,GFK,Grand Forks International Airport,Grand Forks,47.94728,-97.17378
12686,KGFL,GFL,Floyd Bennett Memorial Airport,Glens Falls,43.34122,-73.61031
